"REF_DATE","GEO","DGUID","Labour productivity measures and related variables","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Canada","2016A000011124","Real gross domestic product (GDP)","Mining and oil and gas extraction [21]","Index, 2012=100","348","units","0","v21573665","1.1.3","97.031","","","","3"
"2010-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","97.730","","","","3"
"2010-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","99.614","","","","3"
"2011-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","101.508","","","","3"
"2011-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","101.971","","","","3"
"2011-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","101.870","","","","3"
"2011-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","99.366","","","","3"
"2012-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","98.434","","","","3"
"2012-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","99.660","","","","3"
"2012-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","101.283","","","","3"
"2012-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","100.623","","","","3"
"2013-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","98.285","","","","3"
"2013-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","98.993","","","","3"
"2013-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","99.736","","","","3"
"2013-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","103.129","","","","3"
"2014-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","103.365","","","","3"
"2014-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","103.341","","","","3"
"2014-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","103.176","","","","3"
"2014-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","105.378","","","","3"
"2015-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","107.512","","","","3"
"2015-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","105.536","","","","3"
"2015-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","103.270","","","","3"
"2015-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","101.469","","","","3"
"2016-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","104.637","","","","3"
"2016-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","107.108","","","","3"
"2016-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","109.410","","","","3"
"2016-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","106.750","","","","3"
"2017-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","107.912","","","","3"
"2017-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","108.616","","","","3"
"2017-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","110.347","","","","3"
"2017-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","111.165","","","","3"
"2018-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","110.346","","","","3"
"2018-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","110.294","","","","3"
"2018-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","113.642","","","","3"
"2018-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","113.985","","","","3"
"2019-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","114.754","","","","3"
"2019-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","112.982","","","","3"
"2019-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","112.844","","","","3"
"2019-10","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","114.634","","","","3"
"2020-01","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","113.135","","","","3"
"2020-04","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","111.017","","","","3"
"2020-07","Canada","2016A000011124","Real gross domestic product (GDP)","Utilities [22]","Index, 2012=100","348","units","0","v21573666","1.1.4","112.941","","","","3"
"2010-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","89.561","","","","3"
"2010-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","90.473","","","","3"
"2011-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","91.646","","","","3"
"2011-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","91.416","","","","3"
"2011-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","93.185","","","","3"
"2011-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","94.381","","","","3"
"2012-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","97.040","","","","3"
"2012-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","99.762","","","","3"
"2012-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","100.694","","","","3"
"2012-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","102.505","","","","3"
"2013-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","103.442","","","","3"
"2013-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.175","","","","3"
"2013-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.906","","","","3"
"2013-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.878","","","","3"
"2014-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","105.392","","","","3"
"2014-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","106.165","","","","3"
"2014-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","107.755","","","","3"
"2014-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","109.125","","","","3"
"2015-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","106.373","","","","3"
"2015-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.924","","","","3"
"2015-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.180","","","","3"
"2015-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","102.948","","","","3"
"2016-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","101.184","","","","3"
"2016-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","99.083","","","","3"
"2016-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","98.394","","","","3"
"2016-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","99.674","","","","3"
"2017-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","101.477","","","","3"
"2017-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","103.191","","","","3"
"2017-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.854","","","","3"
"2017-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","106.416","","","","3"
"2018-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","106.651","","","","3"
"2018-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","106.649","","","","3"
"2018-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.527","","","","3"
"2018-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","102.599","","","","3"
"2019-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","102.997","","","","3"
"2019-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","104.146","","","","3"
"2019-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","105.788","","","","3"
"2019-10","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","105.363","","","","3"
"2020-01","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","105.775","","","","3"
"2020-04","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","93.360","","","","3"
"2020-07","Canada","2016A000011124","Real gross domestic product (GDP)","Construction [23]","Index, 2012=100","348","units","0","v21573667","1.1.5","101.209","","","","3"
"2010-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","96.208","","","","3"
"2010-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","95.792","","","","3"
"2011-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","97.250","","","","3"
"2011-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","97.209","","","","3"
"2011-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","98.993","","","","3"
"2011-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","100.800","","","","3"
"2012-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","100.609","","","","3"
"2012-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","100.863","","","","3"
"2012-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","100.076","","","","3"
"2012-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","98.452","","","","3"
"2013-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","99.271","","","","3"
"2013-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","98.996","","","","3"
"2013-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","99.549","","","","3"
"2013-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","100.874","","","","3"
"2014-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","100.535","","","","3"
"2014-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","102.332","","","","3"
"2014-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.701","","","","3"
"2014-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.972","","","","3"
"2015-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.389","","","","3"
"2015-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.019","","","","3"
"2015-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.365","","","","3"
"2015-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.087","","","","3"
"2016-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.411","","","","3"
"2016-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","102.506","","","","3"
"2016-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.218","","","","3"
"2016-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.687","","","","3"
"2017-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","105.551","","","","3"
"2017-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","107.391","","","","3"
"2017-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","106.792","","","","3"
"2017-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","108.289","","","","3"
"2018-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","109.266","","","","3"
"2018-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","109.629","","","","3"
"2018-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","110.113","","","","3"
"2018-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","109.802","","","","3"
"2019-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","110.463","","","","3"
"2019-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","110.662","","","","3"
"2019-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","109.497","","","","3"
"2019-10","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","108.841","","","","3"
"2020-01","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","105.467","","","","3"
"2020-04","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","87.388","","","","3"
"2020-07","Canada","2016A000011124","Real gross domestic product (GDP)","Manufacturing [31-33]","Index, 2012=100","348","units","0","v21573668","1.1.6","103.709","","","","3"
"2010-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","94.896","","","","3"
"2010-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","96.152","","","","3"
"2011-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","97.172","","","","3"
"2011-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","97.353","","","","3"
"2011-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","98.292","","","","3"
"2011-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","99.064","","","","3"
"2012-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","99.456","","","","3"
"2012-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","99.833","","","","3"
"2012-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","100.397","","","","3"
"2012-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","100.314","","","","3"
"2013-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","101.187","","","","3"
"2013-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","102.225","","","","3"
"2013-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","103.111","","","","3"
"2013-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","104.216","","","","3"
"2014-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","104.563","","","","3"
"2014-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","105.672","","","","3"
"2014-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","106.862","","","","3"
"2014-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","107.111","","","","3"
"2015-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","106.902","","","","3"
"2015-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","107.248","","","","3"
"2015-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","107.720","","","","3"
"2015-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","108.152","","","","3"
"2016-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","108.949","","","","3"
"2016-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","108.999","","","","3"
"2016-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","109.908","","","","3"
"2016-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","110.507","","","","3"
"2017-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","112.014","","","","3"
"2017-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","113.438","","","","3"
"2017-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","113.366","","","","3"
"2017-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","113.915","","","","3"
"2018-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","114.130","","","","3"
"2018-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","114.638","","","","3"
"2018-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","115.579","","","","3"
"2018-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","116.520","","","","3"
"2019-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","116.758","","","","3"
"2019-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","117.756","","","","3"
"2019-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","118.740","","","","3"
"2019-10","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","119.323","","","","3"
"2020-01","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","116.509","","","","3"
"2020-04","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","102.033","","","","3"
"2020-07","Canada","2016A000011124","Real gross domestic product (GDP)","Business sector, services","Index, 2012=100","348","units","0","v21573669","1.1.7","113.230","","","","3"
"2010-07","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","89.676","","","","3"
"2010-10","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","92.731","","","","3"
"2011-01","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","95.235","","","","3"
"2011-04","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","94.984","","","","3"
"2011-07","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","97.376","","","","3"
"2011-10","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","98.898","","","","3"
"2012-01","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","98.738","","","","3"
"2012-04","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","100.095","","","","3"
"2012-07","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","100.418","","","","3"
"2012-10","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","100.749","","","","3"
"2013-01","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","102.535","","","","3"
"2013-04","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","103.165","","","","3"
"2013-07","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","105.252","","","","3"
"2013-10","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","105.955","","","","3"
"2014-01","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","105.435","","","","3"
"2014-04","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","107.124","","","","3"
"2014-07","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","108.584","","","","3"
"2014-10","Canada","2016A000011124","Real gross domestic product (GDP)","Wholesale trade [41]","Index, 2012=100","348","units","0","v21573670","1.1.8","106.432","","","","3"
